concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,item_id,version
0.8,0.5,0.7,392,consolidated
0.2,0.1,0.3,392,imagined
0.8,0.7,0.6,393,original
0.8,0.7,0.6,393,encoded
0.8,0.7,0.6,393,consolidated
0.4,0.3,0.5,393,imagined
0.7,0.4,0.5,394,original
0.7,0.5,0.6,394,encoded
0.8,0.5,0.6,394,consolidated
0.2,0.1,0.3,394,imagined
0.5,0.4,0.5,395,original
0.5,0.4,0.5,395,encoded
0.5,0.4,0.5,395,consolidated
0.7,0.6,0.5,395,imagined
0.8,0.6,0.7,396,original
0.6,0.5,0.5,396,encoded
0.6,0.5,0.4,396,consolidated
0.4,0.3,0.5,396,imagined
0.4,0.3,0.4,397,original
0.4,0.2,0.5,397,encoded
0.6,0.4,0.5,397,consolidated
0.3,0.2,0.4,397,imagined
0.7,0.5,0.6,398,original
0.7,0.5,0.6,398,encoded
0.7,0.5,0.6,398,consolidated
0.4,0.3,0.5,398,imagined
0.6,0.4,0.5,399,original
0.5,0.4,0.4,399,encoded
0.5,0.4,0.4,399,consolidated
0.7,0.6,0.5,399,imagined
0.6,0.4,0.5,400,original
0.7,0.5,0.6,400,encoded
0.7,0.5,0.6,400,consolidated
0.7,0.6,0.5,400,imagined
0.8,0.6,0.7,401,original
0.5,0.3,0.4,401,encoded
0.7,0.5,0.6,401,consolidated
0.7,0.5,0.6,401,imagined
0.5,0.4,0.5,402,original
0.5,0.4,0.3,402,encoded
0.6,0.4,0.5,402,consolidated
0.6,0.5,0.5,402,imagined
0.5,0.4,0.5,403,original
0.8,0.7,0.6,403,encoded
0.8,0.7,0.6,403,consolidated
0.7,0.5,0.6,403,imagined
0.6,0.4,0.5,404,original
0.6,0.4,0.5,404,encoded
0.6,0.4,0.5,404,consolidated
0.4,0.3,0.5,404,imagined
0.7,0.5,0.6,405,original
0.7,0.5,0.6,405,encoded
0.6,0.4,0.5,405,consolidated
0.8,0.7,0.6,405,imagined
0.7,0.5,0.6,406,original
0.8,0.6,0.7,406,encoded
0.8,0.5,0.6,406,consolidated
0.4,0.3,0.5,406,imagined
0.8,0.6,0.7,407,original
0.8,0.6,0.7,407,encoded
0.8,0.6,0.7,407,consolidated
0.5,0.3,0.4,407,imagined
0.8,0.5,0.7,408,original
0.7,0.5,0.6,408,encoded
0.7,0.5,0.6,408,consolidated
0.8,0.7,0.6,408,imagined
0.5,0.3,0.4,409,original
0.5,0.4,0.4,409,encoded
0.6,0.5,0.4,409,consolidated
0.3,0.2,0.4,409,imagined
0.8,0.6,0.7,410,original
0.8,0.6,0.7,410,encoded
0.8,0.6,0.7,410,consolidated
0.8,0.7,0.6,410,imagined
0.8,0.7,0.6,411,original
0.7,0.5,0.6,411,encoded
0.7,0.5,0.6,411,consolidated
0.3,0.2,0.4,411,imagined
0.6,0.4,0.5,412,original
0.5,0.3,0.4,412,encoded
0.5,0.3,0.4,412,consolidated
0.3,0.2,0.4,412,imagined
0.4,0.3,0.5,413,original
0.6,0.4,0.5,413,encoded
0.3,0.2,0.4,413,consolidated
0.3,0.2,0.4,413,imagined
0.7,0.5,0.6,414,original
0.7,0.5,0.6,414,encoded
0.7,0.5,0.6,414,consolidated
0.7,0.6,0.5,414,imagined
0.4,0.3,0.4,415,original
0.4,0.3,0.4,415,encoded
0.6,0.4,0.5,415,consolidated
0.3,0.2,0.4,415,imagined
0.6,0.4,0.5,416,original
0.6,0.4,0.5,416,encoded
0.8,0.6,0.7,416,consolidated
0.8,0.6,0.7,416,imagined
0.8,0.7,0.6,417,original
0.7,0.5,0.6,417,encoded
0.7,0.5,0.6,417,consolidated
0.8,0.7,0.6,417,imagined
0.5,0.3,0.4,418,original
0.5,0.4,0.4,418,encoded
0.5,0.4,0.4,418,consolidated
0.3,0.2,0.4,418,imagined
0.6,0.4,0.5,419,original
0.4,0.3,0.5,419,encoded
0.2,0.1,0.3,419,consolidated
0.3,0.2,0.4,419,imagined
0.8,0.6,0.7,420,original
0.9,0.7,0.8,420,encoded
0.8,0.6,0.7,420,consolidated
0.3,0.4,0.2,420,imagined
0.8,0.6,0.7,421,original
0.7,0.5,0.6,421,encoded
0.6,0.4,0.5,421,consolidated
0.6,0.5,0.5,421,imagined
0.6,0.5,0.4,422,original
0.6,0.4,0.5,422,encoded
0.6,0.4,0.5,422,consolidated
0.8,0.6,0.7,422,imagined
0.7,0.5,0.6,423,original
0.7,0.5,0.6,423,encoded
0.7,0.5,0.6,423,consolidated
0.3,0.2,0.4,423,imagined
0.8,0.6,0.7,424,original
0.7,0.5,0.6,424,encoded
0.5,0.4,0.4,424,consolidated
0.7,0.6,0.5,424,imagined
0.4,0.3,0.4,425,original
0.6,0.4,0.5,425,encoded
0.6,0.4,0.5,425,consolidated
0.6,0.5,0.5,425,imagined
0.6,0.4,0.5,426,original
0.4,0.3,0.4,426,encoded
0.3,0.2,0.4,426,consolidated
0.2,0.1,0.3,426,imagined
0.7,0.5,0.6,427,original
0.7,0.6,0.5,427,encoded
0.7,0.6,0.5,427,consolidated
0.7,0.6,0.5,427,imagined
0.6,0.5,0.5,428,original
0.6,0.4,0.5,428,encoded
0.3,0.2,0.4,428,consolidated
0.3,0.2,0.4,428,imagined
0.7,0.5,0.6,429,original
0.7,0.5,0.6,429,encoded
0.7,0.5,0.6,429,consolidated
0.8,0.7,0.6,429,imagined
0.8,0.6,0.7,430,original
0.6,0.5,0.5,430,encoded
0.6,0.5,0.5,430,consolidated
0.6,0.4,0.5,430,imagined
0.7,0.6,0.7,431,original
0.7,0.5,0.6,431,encoded
0.7,0.5,0.6,431,consolidated
0.8,0.7,0.6,431,imagined
0.7,0.5,0.6,432,original
0.8,0.5,0.7,432,encoded
0.8,0.5,0.7,432,consolidated
0.3,0.2,0.4,432,imagined
0.7,0.5,0.6,433,original
0.7,0.5,0.6,433,encoded
0.7,0.5,0.6,433,consolidated
0.7,0.6,0.5,433,imagined
0.4,0.3,0.5,434,original
0.5,0.4,0.5,434,encoded
0.5,0.3,0.4,434,consolidated
0.7,0.5,0.6,434,imagined
0.6,0.5,0.5,435,original
0.6,0.4,0.5,435,encoded
0.7,0.5,0.6,435,consolidated
0.4,0.3,0.5,435,imagined
0.7,0.5,0.6,436,original
0.7,0.5,0.6,436,encoded
0.7,0.5,0.6,436,consolidated
0.8,0.7,0.6,436,imagined
0.7,0.5,0.6,437,original
0.8,0.5,0.7,437,encoded
0.8,0.5,0.7,437,consolidated
0.3,0.2,0.4,437,imagined
0.9,0.7,0.8,438,original
0.6,0.4,0.5,438,encoded
0.7,0.5,0.6,438,consolidated
0.8,0.6,0.7,438,imagined
0.5,0.4,0.5,439,original
0.6,0.4,0.5,439,encoded
0.6,0.4,0.5,439,consolidated
0.6,0.5,0.5,439,imagined
0.8,0.6,0.7,440,original
0.8,0.6,0.7,440,encoded
0.8,0.6,0.7,440,consolidated
0.6,0.5,0.4,440,imagined
0.8,0.6,0.7,441,original
0.7,0.5,0.6,441,encoded
0.6,0.4,0.5,441,consolidated
0.2,0.1,0.3,441,imagined
0.7,0.5,0.6,442,original
0.6,0.4,0.5,442,encoded
0.6,0.4,0.5,442,consolidated
0.4,0.3,0.5,442,imagined
0.8,0.6,0.7,443,original
0.6,0.4,0.5,443,encoded
0.8,0.7,0.6,443,consolidated
0.8,0.7,0.8,443,imagined
0.5,0.4,0.3,444,original
0.7,0.5,0.6,444,encoded
0.6,0.5,0.4,444,consolidated
0.2,0.1,0.3,444,imagined
0.5,0.3,0.4,445,original
0.4,0.3,0.4,445,encoded
0.5,0.3,0.4,445,consolidated
0.8,0.6,0.7,445,imagined
0.8,0.5,0.7,446,original
0.8,0.6,0.7,446,encoded
0.7,0.5,0.6,446,consolidated
0.7,0.5,0.6,446,imagined
0.7,0.5,0.6,447,original
0.7,0.5,0.6,447,encoded
0.6,0.4,0.5,447,consolidated
0.6,0.4,0.5,447,imagined
0.6,0.3,0.4,448,original
0.6,0.4,0.5,448,encoded
0.6,0.4,0.5,448,consolidated
0.6,0.4,0.5,448,imagined
0.6,0.4,0.5,449,original
0.8,0.5,0.6,449,encoded
0.8,0.5,0.6,449,consolidated
0.2,0.1,0.3,449,imagined
0.9,0.7,0.8,450,original
0.8,0.6,0.7,450,encoded
0.6,0.3,0.4,450,consolidated
0.6,0.4,0.5,450,imagined
0.8,0.6,0.7,451,original
0.8,0.7,0.6,451,encoded
0.8,0.6,0.7,451,consolidated
0.3,0.2,0.4,451,imagined
0.7,0.5,0.6,452,original
0.7,0.4,0.5,452,encoded
0.7,0.4,0.5,452,consolidated
0.2,0.1,0.3,452,imagined
0.7,0.4,0.6,453,original
0.7,0.4,0.6,453,encoded
0.8,0.5,0.7,453,consolidated
0.2,0.1,0.3,453,imagined
0.8,0.6,0.7,454,original
0.8,0.6,0.7,454,encoded
0.8,0.6,0.7,454,consolidated
0.8,0.7,0.7,454,imagined
0.4,0.3,0.4,455,original
0.9,0.6,0.8,455,encoded
0.5,0.3,0.4,455,consolidated
0.4,0.3,0.5,455,imagined
0.6,0.4,0.5,456,original
0.4,0.3,0.4,456,encoded
0.4,0.3,0.4,456,consolidated
0.3,0.4,0.5,456,imagined
0.7,0.4,0.6,457,original
0.7,0.4,0.5,457,encoded
0.5,0.3,0.4,457,consolidated
0.6,0.5,0.4,457,imagined
0.8,0.6,0.7,458,original
0.8,0.7,0.6,458,encoded
0.8,0.7,0.6,458,consolidated
0.3,0.2,0.4,458,imagined
0.9,0.7,0.8,459,original
0.9,0.7,0.8,459,encoded
0.9,0.7,0.8,459,consolidated
0.7,0.5,0.6,459,imagined
0.8,0.6,0.7,460,original
0.8,0.5,0.6,460,encoded
0.8,0.5,0.6,460,consolidated
0.7,0.6,0.5,460,imagined
0.7,0.5,0.6,461,original
0.6,0.4,0.5,461,encoded
0.6,0.4,0.5,461,consolidated
0.7,0.6,0.5,461,imagined
0.8,0.6,0.7,462,original
0.7,0.5,0.6,462,encoded
0.8,0.6,0.7,462,consolidated
0.6,0.5,0.5,462,imagined
0.6,0.4,0.5,463,original
0.7,0.5,0.6,463,encoded
0.7,0.5,0.6,463,consolidated
0.8,0.7,0.6,463,imagined
0.7,0.5,0.6,464,original
0.6,0.5,0.5,464,encoded
0.6,0.4,0.5,464,consolidated
0.7,0.5,0.6,464,imagined
0.6,0.4,0.5,465,original
0.4,0.3,0.4,465,encoded
0.4,0.3,0.4,465,consolidated
0.6,0.5,0.5,465,imagined
0.5,0.3,0.4,466,original
0.5,0.4,0.3,466,encoded
0.4,0.3,0.3,466,consolidated
0.5,0.3,0.4,466,imagined
0.7,0.6,0.5,467,original
0.6,0.5,0.5,467,encoded
0.7,0.5,0.6,467,consolidated
0.5,0.4,0.4,467,imagined
0.8,0.7,0.6,468,original
0.8,0.6,0.7,468,encoded
0.8,0.6,0.7,468,consolidated
0.8,0.7,0.6,468,imagined
0.6,0.4,0.5,469,original
0.6,0.4,0.5,469,encoded
0.4,0.3,0.4,469,consolidated
0.2,0.1,0.3,469,imagined
0.8,0.6,0.7,470,original
0.7,0.6,0.5,470,encoded
0.7,0.5,0.6,470,consolidated
0.6,0.5,0.4,470,imagined
0.7,0.5,0.6,471,original
0.5,0.4,0.5,471,encoded
0.5,0.4,0.5,471,consolidated
0.8,0.7,0.6,471,imagined
0.8,0.6,0.7,472,original
0.7,0.6,0.5,472,encoded
0.7,0.5,0.6,472,consolidated
0.8,0.7,0.6,472,imagined
0.5,0.3,0.4,473,original
0.8,0.6,0.7,473,encoded
0.4,0.3,0.5,473,consolidated
0.6,0.5,0.4,473,imagined
0.7,0.6,0.5,474,original
0.7,0.6,0.5,474,encoded
0.7,0.6,0.5,474,consolidated
0.7,0.6,0.5,474,imagined
0.7,0.6,0.5,475,original
0.7,0.5,0.6,475,encoded
0.6,0.5,0.4,475,consolidated
0.3,0.2,0.4,475,imagined
0.5,0.3,0.4,476,original
0.6,0.4,0.5,476,encoded
0.6,0.4,0.5,476,consolidated
0.3,0.2,0.4,476,imagined
0.6,0.4,0.5,477,original
0.7,0.5,0.6,477,encoded
0.5,0.4,0.4,477,consolidated
0.2,0.1,0.3,477,imagined
0.6,0.4,0.5,478,original
0.6,0.4,0.5,478,encoded
0.5,0.3,0.4,478,consolidated
0.6,0.4,0.5,478,imagined
0.7,0.5,0.6,479,original
0.8,0.6,0.7,479,encoded
0.8,0.6,0.7,479,consolidated
0.6,0.4,0.5,479,imagined
0.6,0.4,0.5,480,original
0.8,0.5,0.6,480,encoded
0.8,0.5,0.6,480,consolidated
0.8,0.7,0.6,480,imagined
0.9,0.7,0.8,481,original
0.9,0.6,0.7,481,encoded
0.8,0.6,0.7,481,consolidated
0.8,0.7,0.6,481,imagined
0.8,0.6,0.7,482,original
0.9,0.7,0.8,482,encoded
0.9,0.7,0.8,482,consolidated
0.8,0.6,0.7,482,imagined
0.6,0.4,0.5,483,original
0.7,0.5,0.6,483,encoded
0.5,0.3,0.4,483,consolidated
0.8,0.7,0.6,483,imagined
0.8,0.6,0.7,484,original
0.8,0.7,0.6,484,encoded
0.8,0.6,0.7,484,consolidated
0.6,0.5,0.4,484,imagined
0.8,0.6,0.7,485,original
0.8,0.7,0.7,485,encoded
0.8,0.7,0.6,485,consolidated
0.8,0.7,0.6,485,imagined
0.5,0.3,0.4,486,original
0.7,0.5,0.6,486,encoded
0.7,0.5,0.6,486,consolidated
0.5,0.4,0.5,486,imagined
0.7,0.5,0.6,487,original
0.6,0.4,0.5,487,encoded
0.7,0.5,0.6,487,consolidated
0.2,0.1,0.3,487,imagined
0.8,0.6,0.7,488,original
0.9,0.6,0.8,488,encoded
0.9,0.7,0.8,488,consolidated
0.7,0.6,0.5,488,imagined
0.8,0.5,0.7,489,original
0.8,0.6,0.7,489,encoded
0.8,0.5,0.7,489,consolidated
0.8,0.6,0.7,489,imagined
0.6,0.4,0.5,490,original
0.6,0.5,0.5,490,encoded
0.5,0.4,0.5,490,consolidated
0.4,0.5,0.3,490,imagined
0.6,0.4,0.5,491,original
0.4,0.3,0.4,491,encoded
0.4,0.3,0.5,491,consolidated
0.7,0.5,0.6,491,imagined
0.8,0.6,0.7,492,original
0.8,0.6,0.7,492,encoded
0.8,0.6,0.7,492,consolidated
0.6,0.4,0.5,492,imagined
0.9,0.7,0.8,493,original
0.8,0.5,0.7,493,encoded
0.9,0.5,0.8,493,consolidated
0.4,0.3,0.5,493,imagined
0.7,0.5,0.6,494,original
0.7,0.5,0.6,494,encoded
0.7,0.5,0.6,494,consolidated
0.4,0.3,0.4,494,imagined
0.8,0.6,0.7,495,original
0.6,0.4,0.5,495,encoded
0.6,0.4,0.5,495,consolidated
0.3,0.2,0.4,495,imagined
0.6,0.4,0.5,496,original
0.5,0.3,0.4,496,encoded
0.4,0.3,0.5,496,consolidated
0.2,0.1,0.3,496,imagined
0.8,0.6,0.7,497,original
0.7,0.5,0.6,497,encoded
0.6,0.4,0.5,497,consolidated
0.5,0.4,0.5,497,imagined
0.7,0.5,0.6,498,original
0.7,0.5,0.6,498,encoded
0.7,0.5,0.6,498,consolidated
0.8,0.7,0.6,498,imagined
0.7,0.5,0.6,499,original
0.6,0.5,0.5,499,encoded
0.7,0.5,0.6,499,consolidated
0.4,0.3,0.5,499,imagined
