concrete_vs_abstract,rich_vs_poor_details,specific_vs_general,recAgnPairId,memType
0.7,0.6,0.7,,imagined
0.9,0.8,0.9,3JAOYWH7VJQABY84S241SMS7UU0L98,retold
0.9,0.8,0.7,3JAOYWH7VJQABY84S241SMS7UU0L98,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.9,0.8,0.9,,imagined
0.8,0.7,0.6,3JAOYWH7VJQABY84S241SMS7VZ19L8,retold
0.8,0.7,0.7,3JAOYWH7VJQABY84S241SMS7VZ19L8,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.6,,recalled
0.9,0.8,0.85,,imagined
0.8,0.9,0.7,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,retold
0.8,0.9,0.8,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.9,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.6,0.5,0.5,3JJVG1YBECJFX2KGYZ2Q23R0P1H5BF,retold
0.7,0.6,0.5,3JJVG1YBECJFX2KGYZ2Q23R0P1H5BF,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.7,0.6,0.5,3JMSRU9HQJGU2ZBFEHMT79RKDRUEVB,retold
0.8,0.7,0.6,3JMSRU9HQJGU2ZBFEHMT79RKDRUEVB,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.85,3JNQLM5FT58ZBEN57TPMIZKTOOQL2G,retold
0.9,0.8,0.85,3JNQLM5FT58ZBEN57TPMIZKTOOQL2G,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3JNQLM5FT58ZBEN57TPMIZKTOOZL2P,retold
0.8,0.7,0.6,3JNQLM5FT58ZBEN57TPMIZKTOOZL2P,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3JPSL1DZ5TLE4HLUWLYG197G69PNA3,retold
0.9,0.8,0.85,3JPSL1DZ5TLE4HLUWLYG197G69PNA3,recalled
0.9,0.8,0.85,,imagined
0.9,0.8,0.9,,recalled
0.9,0.8,0.7,,imagined
0.6,0.7,0.5,3JRJSWSMQI7AQQ9WU7GNOEZ1KI6E33,retold
0.8,0.7,0.6,3JRJSWSMQI7AQQ9WU7GNOEZ1KI6E33,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,,recalled
0.7,0.6,0.7,,imagined
0.8,0.9,0.7,,imagined
0.8,0.7,0.7,3JV9LGBJWU0XWTY9J0Q3CKIOJE4GO9,retold
0.8,0.7,0.6,3JV9LGBJWU0XWTY9J0Q3CKIOJE4GO9,recalled
0.6,0.5,0.5,,imagined
0.7,0.8,0.6,3JV9LGBJWU0XWTY9J0Q3CKIOMAGGOG,retold
0.7,0.6,0.5,3JV9LGBJWU0XWTY9J0Q3CKIOMAGGOG,recalled
0.8,0.7,0.6,3JV9LGBJWU0XWTY9J0Q3CKIORV6OGP,retold
0.8,0.7,0.6,3JV9LGBJWU0XWTY9J0Q3CKIORV6OGP,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.5,0.4,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,3JW0YLFXRU21YOXBPRLVFHHYPG3WW7,retold
0.8,0.7,0.6,3JW0YLFXRU21YOXBPRLVFHHYPG3WW7,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3JWH6J9I9TZJNRQM2ZYCWKRMEWJNB7,retold
0.8,0.7,0.6,3JWH6J9I9TZJNRQM2ZYCWKRMEWJNB7,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.7,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.7,,imagined
0.9,0.8,0.85,,imagined
0.9,0.8,0.85,3JWH6J9I9TZJNRQM2ZYCWKRMNPANBT,retold
0.9,0.8,0.85,3JWH6J9I9TZJNRQM2ZYCWKRMNPANBT,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3JWH6J9I9TZJNRQM2ZYCWKRMOSXNBN,retold
0.8,0.7,0.7,3JWH6J9I9TZJNRQM2ZYCWKRMOSXNBN,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,imagined
0.6,0.5,0.5,3JZQSN0I3RW3QGLGKX7DPQ9A1B9FGO,retold
0.6,0.5,0.5,3JZQSN0I3RW3QGLGKX7DPQ9A1B9FGO,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.7,3JZQSN0I3RW3QGLGKX7DPQ9ARNLGFF,retold
0.7,0.8,0.6,3JZQSN0I3RW3QGLGKX7DPQ9ARNLGFF,recalled
0.8,0.7,0.7,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3JZQSN0I3RW3QGLGKX7DPQ9ATE8GFM,retold
0.8,0.7,0.6,3JZQSN0I3RW3QGLGKX7DPQ9ATE8GFM,recalled
0.6,0.5,0.5,,imagined
0.8,0.7,0.7,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.8,3K2755HG5TP0EWBPI765J56DNZ0DFE,retold
0.8,0.9,0.8,3K2755HG5TP0EWBPI765J56DNZ0DFE,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,3K3R2QNK8CPDUOVY1GW2J9OQ55D9UC,retold
0.8,0.7,0.6,3K3R2QNK8CPDUOVY1GW2J9OQ55D9UC,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3K3R2QNK8CPDUOVY1GW2J9OQ60GU9R,retold
0.7,0.6,0.5,3K3R2QNK8CPDUOVY1GW2J9OQ60GU9R,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,3K3R2QNK8CPDUOVY1GW2J9OQ7OG9UJ,retold
0.8,0.9,0.8,3K3R2QNK8CPDUOVY1GW2J9OQ7OG9UJ,recalled
0.8,0.7,0.8,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.8,,imagined
0.7,0.6,0.7,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,retold
0.8,0.7,0.6,3K3R2QNK8CPDUOVY1GW2J9OQ8TVU9U,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,3K3R2QNK8CPDUOVY1GW2J9OQXXLU9H,retold
0.9,0.8,0.9,3K3R2QNK8CPDUOVY1GW2J9OQXXLU9H,recalled
0.4,0.5,0.4,3K4J6M3CXFF8UP489HLLBPYJ262AGW,retold
0.8,0.7,0.9,3K4J6M3CXFF8UP489HLLBPYJ262AGW,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,3K4J6M3CXFF8UP489HLLBPYJ2EVAG5,retold
0.8,0.9,0.8,3K4J6M3CXFF8UP489HLLBPYJ2EVAG5,recalled
0.8,0.9,0.7,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.4,0.5,0.3,,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.5,3K4J6M3CXFF8UP489HLLBPYJ5XRGAC,retold
0.8,0.7,0.6,3K4J6M3CXFF8UP489HLLBPYJ5XRGAC,recalled
0.8,0.7,0.6,,imagined
0.9,0.9,0.8,,recalled
0.8,0.7,0.6,,imagined
0.5,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,imagined
0.8,0.9,0.8,,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.7,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,3K772S5NP9XPKYGV9S5PS80B3PKEHA,retold
0.8,0.7,0.6,3K772S5NP9XPKYGV9S5PS80B3PKEHA,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3K772S5NP9XPKYGV9S5PS80B4A8HE8,retold
0.8,0.7,0.6,3K772S5NP9XPKYGV9S5PS80B4A8HE8,recalled
0.4,0.3,0.5,,imagined
0.6,0.5,0.4,3K772S5NP9XPKYGV9S5PS80B5CJEHL,retold
0.7,0.6,0.5,3K772S5NP9XPKYGV9S5PS80B5CJEHL,recalled
0.4,0.3,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,3K772S5NP9XPKYGV9S5PS80BX75HES,retold
0.9,0.8,0.9,3K772S5NP9XPKYGV9S5PS80BX75HES,recalled
0.4,0.5,0.4,,imagined
0.8,0.7,0.6,3K772S5NP9XPKYGV9S5PS80BX7LEH5,retold
0.7,0.6,0.5,3K772S5NP9XPKYGV9S5PS80BX7LEH5,recalled
0.6,0.7,0.5,,imagined
0.8,0.9,0.8,,recalled
0.7,0.6,0.5,,imagined
0.6,0.5,0.5,3K9FOBBF2I5V00CYTCN6ANNRPVTLNX,retold
0.8,0.7,0.6,3K9FOBBF2I5V00CYTCN6ANNRPVTLNX,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.8,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.7,0.8,0.6,,imagined
0.4,0.3,0.5,3K9FOBBF2I5V00CYTCN6ANNRZJINLA,retold
0.7,0.6,0.5,3K9FOBBF2I5V00CYTCN6ANNRZJINLA,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3KAKFY4PGVOM6VBIQQ6E9TXT4PJI36,retold
0.8,0.7,0.6,3KAKFY4PGVOM6VBIQQ6E9TXT4PJI36,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3KAKFY4PGVOM6VBIQQ6E9TXTBHVI39,retold
0.8,0.9,0.8,3KAKFY4PGVOM6VBIQQ6E9TXTBHVI39,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,3KAKFY4PGVOM6VBIQQ6E9TXTDYY3IX,retold
0.8,0.7,0.7,3KAKFY4PGVOM6VBIQQ6E9TXTDYY3IX,recalled
0.7,0.6,0.5,,imagined
0.6,0.7,0.5,3KAKFY4PGVOM6VBIQQ6E9TXTE093ID,retold
0.8,0.7,0.6,3KAKFY4PGVOM6VBIQQ6E9TXTE093ID,recalled
0.6,0.5,0.5,,imagined
0.7,0.6,0.5,3KAKFY4PGVOM6VBIQQ6E9TXTE0I3IM,retold
0.8,0.7,0.7,3KAKFY4PGVOM6VBIQQ6E9TXTE0I3IM,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3KB8R4ZV1FTDDZ90FVLH60IPKWFGB5,retold
0.8,0.7,0.8,3KB8R4ZV1FTDDZ90FVLH60IPKWFGB5,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.85,,recalled
0.7,0.8,0.6,,imagined
0.4,0.3,0.5,3KB8R4ZV1FTDDZ90FVLH60IPNFUBGK,retold
0.6,0.4,0.5,3KB8R4ZV1FTDDZ90FVLH60IPNFUBGK,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3KGTPGBS6Y72U4AZG7HN9MGC2HB2UO,retold
0.8,0.7,0.6,3KGTPGBS6Y72U4AZG7HN9MGC2HB2UO,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3KGTPGBS6Y72U4AZG7HN9MGC2IHU2O,retold
0.7,0.6,0.5,3KGTPGBS6Y72U4AZG7HN9MGC2IHU2O,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3KGTPGBS6Y72U4AZG7HN9MGC2LD2UY,retold
0.8,0.7,0.6,3KGTPGBS6Y72U4AZG7HN9MGC2LD2UY,recalled
0.7,0.6,0.7,,imagined
0.8,0.7,0.8,3KGTPGBS6Y72U4AZG7HN9MGCRRW2UI,retold
0.8,0.9,0.8,3KGTPGBS6Y72U4AZG7HN9MGCRRW2UI,recalled
0.5,0.6,0.4,,imagined
0.8,0.7,0.7,3KIBXJ1WD6G2YFUS9RBIACAH1W9KOH,retold
0.8,0.9,0.8,3KIBXJ1WD6G2YFUS9RBIACAH1W9KOH,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,3KIBXJ1WD6G2YFUS9RBIACAH1X9KOJ,retold
0.8,0.9,0.8,3KIBXJ1WD6G2YFUS9RBIACAH1X9KOJ,recalled
0.8,0.7,0.8,,imagined
0.6,0.5,0.7,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3KJYX6QCMAX2DFX7SIXK4P4C7MNJVX,retold
0.7,0.6,0.7,3KJYX6QCMAX2DFX7SIXK4P4C7MNJVX,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,3KJYX6QCMAX2DFX7SIXK4P4CGEVVJA,retold
0.9,0.8,0.9,3KJYX6QCMAX2DFX7SIXK4P4CGEVVJA,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.9,0.8,0.9,,imagined
0.9,0.9,0.9,,recalled
0.8,0.7,0.6,,imagined
0.5,0.4,0.5,,imagined
0.6,0.5,0.5,,recalled
0.6,0.5,0.4,,imagined
0.9,0.8,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.7,0.6,3KOPY89HM9OI16VO88RELUCTOXFJ3J,retold
0.8,0.7,0.7,3KOPY89HM9OI16VO88RELUCTOXFJ3J,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3KOPY89HM9OI16VO88RELUCTPQ2J3T,retold
0.7,0.6,0.5,3KOPY89HM9OI16VO88RELUCTPQ2J3T,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,3KRVW3HTZO7CMVMO1K579UCMCHAMSV,retold
0.9,0.8,0.9,3KRVW3HTZO7CMVMO1K579UCMCHAMSV,recalled
0.6,0.5,0.5,,imagined
0.6,0.7,0.5,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.9,,recalled
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,3KRVW3HTZO7CMVMO1K579UCMMNFMSM,retold
0.8,0.7,0.6,3KRVW3HTZO7CMVMO1K579UCMMNFMSM,recalled
0.8,0.7,0.6,,imagined
0.4,0.5,0.5,3KV0LJBBH370LGMBMV52JK7Q1N8RMK,retold
0.7,0.8,0.6,3KV0LJBBH370LGMBMV52JK7Q1N8RMK,recalled
0.8,0.7,0.6,3KV0LJBBH370LGMBMV52JK7QQFNRM8,retold
0.8,0.7,0.6,3KV0LJBBH370LGMBMV52JK7QQFNRM8,recalled
0.9,0.8,0.7,,imagined
0.9,0.8,0.85,3KV0LJBBH370LGMBMV52JK7QSOPRMU,retold
0.9,0.8,0.85,3KV0LJBBH370LGMBMV52JK7QSOPRMU,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.6,0.7,0.5,3KWTYT0871PRAB6SPCRKG6N57BZ5L8,retold
0.8,0.9,0.8,3KWTYT0871PRAB6SPCRKG6N57BZ5L8,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.7,,imagined
0.9,0.9,0.9,,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,,recalled
0.8,0.9,0.8,,imagined
0.8,0.9,0.8,3KXIR214I523D6GK11Q5WIII0BL42C,retold
0.8,0.7,0.7,3KXIR214I523D6GK11Q5WIII0BL42C,recalled
0.4,0.5,0.3,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,,recalled
0.8,0.9,0.8,,imagined
0.6,0.7,0.5,,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,,imagined
0.5,0.4,0.5,3KXIR214I523D6GK11Q5WIIITRV249,retold
0.7,0.6,0.5,3KXIR214I523D6GK11Q5WIIITRV249,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,3KYQYYSHYWTUK9OIHAPV6ZFR8PDDOT,retold
0.8,0.9,0.8,3KYQYYSHYWTUK9OIHAPV6ZFR8PDDOT,recalled
0.6,0.5,0.5,,imagined
0.6,0.7,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.7,3KYQYYSHYWTUK9OIHAPV6ZFRE3NODC,retold
0.8,0.7,0.6,3KYQYYSHYWTUK9OIHAPV6ZFRE3NODC,recalled
0.4,0.5,0.3,,imagined
0.5,0.6,0.4,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3KYQYYSHYWTUK9OIHAPV6ZFRHMWODQ,retold
0.9,0.8,0.85,3KYQYYSHYWTUK9OIHAPV6ZFRHMWODQ,recalled
0.7,0.8,0.6,,imagined
0.7,0.8,0.6,,imagined
0.8,0.9,0.8,3L0KT67Y8F2CGCB2KNTI3PZTM3PYSN,retold
0.8,0.7,0.6,3L0KT67Y8F2CGCB2KNTI3PZTM3PYSN,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,,recalled
0.9,0.8,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.7,,imagined
0.8,0.7,0.7,3L0KT67Y8F2CGCB2KNTI3PZTUCBYSZ,retold
0.8,0.7,0.6,3L0KT67Y8F2CGCB2KNTI3PZTUCBYSZ,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.8,0.9,0.7,,imagined
0.7,0.6,0.5,3L2IS5HSFB4YJQZS2QF71AJABQINU6,retold
0.7,0.8,0.6,3L2IS5HSFB4YJQZS2QF71AJABQINU6,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.5,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.7,,imagined
0.7,0.8,0.6,3L4D84MIL0EXVE2NNTGGPOD3072HJW,retold
0.7,0.6,0.5,3L4D84MIL0EXVE2NNTGGPOD3072HJW,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,,recalled
0.9,0.8,0.9,,imagined
0.9,0.8,0.9,,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,3L4PIM1GQU20FXBP5YTDDFUXAXLYRG,retold
0.8,0.7,0.6,3L4PIM1GQU20FXBP5YTDDFUXAXLYRG,recalled
0.8,0.7,0.6,,imagined
0.5,0.4,0.5,,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.8,3L6L49WXW1JVC3Z7JKS3UPLUF90549,retold
0.8,0.7,0.6,3L6L49WXW1JVC3Z7JKS3UPLUF90549,recalled
0.6,0.7,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.7,,imagined
0.8,0.9,0.8,3L70J4KAZH85I5UH7RKD54VMJ80ADI,retold
0.8,0.9,0.8,3L70J4KAZH85I5UH7RKD54VMJ80ADI,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3L70J4KAZH85I5UH7RKD54VMK0ADAG,retold
0.7,0.8,0.6,3L70J4KAZH85I5UH7RKD54VMK0ADAG,recalled
0.6,0.5,0.5,,imagined
0.6,0.5,0.5,3L70J4KAZH85I5UH7RKD54VMR3GADW,retold
0.7,0.8,0.6,3L70J4KAZH85I5UH7RKD54VMR3GADW,recalled
0.8,0.9,0.8,,imagined
0.9,0.8,0.85,,recalled
0.2,0.3,0.4,,imagined
0.7,0.6,0.7,,imagined
0.8,0.7,0.6,3LBXNTKX0SH5BSPT6L7P3GNUU0O9XJ,retold
0.8,0.7,0.6,3LBXNTKX0SH5BSPT6L7P3GNUU0O9XJ,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,,recalled
0.3,0.4,0.5,,imagined
0.6,0.7,0.5,3LEIZ60CDKLUGNP873VA01357M69ZD,retold
0.7,0.8,0.6,3LEIZ60CDKLUGNP873VA01357M69ZD,recalled
0.6,0.5,0.5,,imagined
0.8,0.9,0.8,3LEIZ60CDKLUGNP873VA01358G9Z9V,retold
0.9,0.8,0.85,3LEIZ60CDKLUGNP873VA01358G9Z9V,recalled
0.9,0.8,0.85,,imagined
0.8,0.7,0.6,3LEIZ60CDKLUGNP873VA01358GQZ9C,retold
0.8,0.7,0.6,3LEIZ60CDKLUGNP873VA01358GQZ9C,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.5,3LEIZ60CDKLUGNP873VA0135A5P9Z1,retold
0.9,0.8,0.9,3LEIZ60CDKLUGNP873VA0135A5P9Z1,recalled
0.8,0.7,0.6,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,3LEP4MGT3HMA1FZ9D5K90FFSZXEBDJ,retold
0.7,0.6,0.5,3LEP4MGT3HMA1FZ9D5K90FFSZXEBDJ,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.8,,recalled
0.4,0.5,0.4,,imagined
0.8,0.7,0.6,3LKC68YZ3BPTTFO9Y5ULYN4CLL1WO5,retold
0.7,0.6,0.7,3LKC68YZ3BPTTFO9Y5ULYN4CLL1WO5,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.6,0.5,0.5,,imagined
0.9,0.8,0.85,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.7,,recalled
0.6,0.5,0.7,,imagined
0.8,0.7,0.6,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,retold
0.8,0.7,0.6,3LO69W1SU4ZPQ8VC68ABK3EUY72GL1,recalled
0.9,0.8,0.9,,imagined
0.8,0.9,0.7,3LO69W1SU4ZPQ8VC68ABK3EUZ97GLB,retold
0.9,0.8,0.85,3LO69W1SU4ZPQ8VC68ABK3EUZ97GLB,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.9,0.8,0.85,3LOTDFNYA8LZN2BGZ2BVBTVYUCGWFA,retold
0.9,0.8,0.85,3LOTDFNYA8LZN2BGZ2BVBTVYUCGWFA,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.5,0.4,0.6,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.8,0.6,,imagined
0.6,0.5,0.5,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3LOZAJ85YEZUB84ULCSATTFGL9IX2A,retold
0.8,0.7,0.6,3LOZAJ85YEZUB84ULCSATTFGL9IX2A,recalled
0.7,0.6,0.5,3LOZAJ85YEZUB84ULCSATTFGT6CX26,retold
0.7,0.6,0.5,3LOZAJ85YEZUB84ULCSATTFGT6CX26,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3LOZAJ85YEZUB84ULCSATTFGUB82XI,retold
0.8,0.9,0.8,3LOZAJ85YEZUB84ULCSATTFGUB82XI,recalled
0.9,0.8,0.7,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.6,,imagined
0.9,0.8,0.85,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.8,0.7,0.6,3LQ8PUHQFME103IH5BVGDNY3NSDHIK,retold
0.8,0.7,0.6,3LQ8PUHQFME103IH5BVGDNY3NSDHIK,recalled
0.7,0.6,0.7,,imagined
0.8,0.9,0.8,,recalled
0.6,0.5,0.4,,imagined
0.8,0.7,0.6,,recalled
0.5,0.6,0.4,,imagined
0.8,0.9,0.7,3LQ8PUHQFME103IH5BVGDNY3X5QHIX,retold
0.8,0.7,0.6,3LQ8PUHQFME103IH5BVGDNY3X5QHIX,recalled
0.6,0.7,0.5,,imagined
0.7,0.6,0.5,,imagined
0.8,0.9,0.8,3LRKMWOKB63JG349MUGVQEVR2AFZ2J,retold
0.9,0.8,0.9,3LRKMWOKB63JG349MUGVQEVR2AFZ2J,recalled
0.6,0.5,0.4,,imagined
0.7,0.6,0.5,,recalled
0.8,0.7,0.6,,imagined
0.8,0.7,0.6,3LRKMWOKB63JG349MUGVQEVRUNEZ20,retold
0.8,0.7,0.6,3LRKMWOKB63JG349MUGVQEVRUNEZ20,recalled
0.8,0.7,0.6,,imagined
0.7,0.6,0.5,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,retold
0.9,0.8,0.8,3LRLIPTPERVDWB0RZ8609HQC9LAAKM,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.7,,recalled
0.7,0.6,0.5,,imagined
0.7,0.8,0.7,3LRLIPTPERVDWB0RZ8609HQCCEYKA9,retold
0.8,0.9,0.8,3LRLIPTPERVDWB0RZ8609HQCCEYKA9,recalled
0.8,0.9,0.7,,imagined
0.8,0.7,0.6,,recalled
0.8,0.9,0.8,,imagined
0.7,0.6,0.7,,recalled
0.8,0.9,0.8,,imagined
0.6,0.5,0.5,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,retold
0.7,0.6,0.5,3LS2AMNW5GCO9ISNMWVF6YMQPBLQO6,recalled
0.7,0.6,0.5,,imagined
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3LS2AMNW5GCO9ISNMWVF6YMQXI7QOE,retold
0.8,0.7,0.8,3LS2AMNW5GCO9ISNMWVF6YMQXI7QOE,recalled
0.8,0.7,0.6,,imagined
0.8,0.9,0.9,,recalled
0.7,0.6,0.5,3LS2AMNW5GCO9ISNMWVF6YMQYCQQOM,retold
0.7,0.6,0.5,3LS2AMNW5GCO9ISNMWVF6YMQYCQQOM,recalled
0.8,0.7,0.6,,imagined
0.6,0.7,0.5,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,,recalled
0.7,0.6,0.5,,imagined
0.8,0.7,0.6,3LWJHTCVCD8U35FUNTCPJ4DC0VGQFF,retold
0.9,0.8,0.7,3LWJHTCVCD8U35FUNTCPJ4DC0VGQFF,recalled
0.8,0.7,0.6,,imagined
0.7,0.8,0.6,,recalled
0.8,0.7,0.8,,imagined
0.9,0.8,0.9,3LYA37P8IR9IFL5J5M6W4SAIJJ7BKI,retold
0.8,0.9,0.8,3LYA37P8IR9IFL5J5M6W4SAIJJ7BKI,recalled
0.7,0.8,0.6,,imagined
0.8,0.7,0.6,3LYA37P8IR9IFL5J5M6W4SAIUWBBKN,retold
0.7,0.6,0.5,3LYA37P8IR9IFL5J5M6W4SAIUWBBKN,recalled
0.7,0.6,0.7,3M0BCWMB8WI9ALZ0U0PZS34D63BBWZ,retold
0.7,0.6,0.7,3M0BCWMB8WI9ALZ0U0PZS34D63BBWZ,recalled
0.6,0.5,0.4,,imagined
